data:text/csv;charset=utf-8,
id_ibge,location,year,age,classes,enrolled,bra_id,num_schools,bra_1,bra_3,bra_5,bra_7,bra_9,enrolled_classes,bra_display,bra_rca,wld_rca,enrolled_growth,enrolled_growth_5
4203709,"Canelinha",2014,11.87,94,1997,"5sc000201",11,"5","5sc","5sc00","5sc0002","5sc000201",21.24468085106383,"5SC000201",false,false,0.03,0
4203709,"Canelinha",2015,11.8243,93,1890,"5sc000201",11,"5","5sc","5sc00","5sc0002","5sc000201",20.322580645161292,"5SC000201",false,false,-0.0535804,-0.0138012
4209805,"Leoberto Leal",2007,12.2833,40,706,"5sc000202",5,"5","5sc","5sc00","5sc0002","5sc000202",17.65,"5SC000202",false,false,,
4209805,"Leoberto Leal",2008,12.2507,40,682,"5sc000202",5,"5","5sc","5sc00","5sc0002","5sc000202",17.05,"5SC000202",false,false,-0.0339943,
4209805,"Leoberto Leal",2009,12.1221,42,647,"5sc000202",6,"5","5sc","5sc00","5sc0002","5sc000202",15.404761904761905,"5SC000202",false,false,-0.0513196,
4209805,"Leoberto Leal",2010,11.9322,42,634,"5sc000202",6,"5","5sc","5sc00","5sc0002","5sc000202",15.095238095238095,"5SC000202",false,false,-0.0200927,
4209805,"Leoberto Leal",2011,12.0094,49,640,"5sc000202",6,"5","5sc","5sc00","5sc0002","5sc000202",13.061224489795919,"5SC000202",false,false,0.00946372,
4209805,"Leoberto Leal",2012,11.992,48,627,"5sc000202",6,"5","5sc","5sc00","5sc0002","5sc000202",13.0625,"5SC000202",false,false,-0.0203125,-0.0234543
4209805,"Leoberto Leal",2013,11.99,41,620,"5sc000202",6,"5","5sc","5sc00","5sc0002","5sc000202",15.121951219512194,"5SC000202",false,false,-0.01,-0.02
4209805,"Leoberto Leal",2014,12.26,45,615,"5sc000202",6,"5","5sc","5sc00","5sc0002","5sc000202",13.666666666666666,"5SC000202",false,false,-0.01,-0.01
4209805,"Leoberto Leal",2015,12.4379,45,628,"5sc000202",7,"5","5sc","5sc00","5sc0002","5sc000202",13.955555555555556,"5SC000202",false,false,0.0211382,-0.00189995
4210209,"Major Gercino",2007,12.0191,42,576,"5sc000203",8,"5","5sc","5sc00","5sc0002","5sc000203",13.714285714285714,"5SC000203",false,false,,
